exp_id,site,seed,epochs,chm,train,test,bbox_prec,bbox_rec,class_prec,class_rec,n_grn_matched,n_brn_matched,n_both_matched
81fbb56b6b5047ffa877fdd3b2cfe826,teak,244079,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6534763180302636,0.7201676446746158,0.8946015424164524,0.9482288828337875,0.7215619694397284,0.7659574468085106,0.7255520504731862
d5820c2527704a07a182a162610387e7,teak,773220,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6547786276570977,0.6921767959028586,0.9232839838492598,0.9346049046321526,0.6943972835314092,0.7021276595744681,0.695583596214511
25a1b09469d644edb1e15c0d2d624a2d,teak,879694,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6351319918598689,0.7178610663161251,0.8805031446540881,0.9536784741144414,0.7181663837011885,0.7446808510638298,0.7208201892744479
7e3b117a30864291ac56ff48af6c8b7a,teak,593822,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6218073696538042,0.7121239237455116,0.8728179551122195,0.9536784741144414,0.7045840407470289,0.7659574468085106,0.7097791798107256
b79f39e009a24ce99ac0c9c800f592a6,teak,820167,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.696097059448428,0.663014439636022,0.9522388059701492,0.8692098092643051,0.6706281833616299,0.6382978723404256,0.668769716088328
5865bcbfcd7a462ba0d79cd6380ea4e8,teak,658271,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6619742545059702,0.7005616305164472,0.9118825100133512,0.9305177111716622,0.7079796264855688,0.6808510638297872,0.7066246056782335
96747c11f82049229869708a6a4db58b,teak,306855,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.64251526711815,0.7097730072272093,0.8924455825864277,0.9495912806539509,0.7096774193548387,0.7446808510638298,0.7129337539432177
9f2a72dc05514241a7b1bac45e9426ba,teak,37518,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6472091018802488,0.6906880383276417,0.9092122830440588,0.9277929155313351,0.6706281833616299,0.7872340425531915,0.6798107255520505
8b0feaa0a3c64fa6900c27f42e289b2d,teak,400421,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6645883211562243,0.7089982587210782,0.9112582781456954,0.9373297002724795,0.7181663837011885,0.7021276595744681,0.7176656151419558
26085dd3f3a44cb4a66bbf669da0e3ff,teak,526420,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6670383126538137,0.7026593599982881,0.9260752688172043,0.9386920980926431,0.7096774193548387,0.6808510638297872,0.7082018927444795
c3822e434dec43dc97c10745784e8750,teak,652235,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6607315229751068,0.7096327645410083,0.9084880636604774,0.9332425068119891,0.7147707979626485,0.7446808510638298,0.7176656151419558
54d844b093914147a1c7bb32e190ce1c,teak,852177,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6544563932872192,0.6966198704238123,0.9128686327077749,0.9277929155313351,0.7096774193548387,0.6808510638297872,0.7082018927444795
000ee8effdf3438896b75f0236243be4,teak,674991,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6560015079648756,0.740383765449657,0.8822055137844611,0.9591280653950953,0.7419354838709677,0.7872340425531915,0.7460567823343849
dff20faa9061423eb773370203eaf075,teak,661001,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6522350632080783,0.7131520854004355,0.9001297016861219,0.9455040871934605,0.7232597623089984,0.7021276595744681,0.722397476340694
7a1f6e9a33d145d8aa6490b3c252c751,teak,97574,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6775413508721216,0.7080119007907766,0.9155313351498637,0.9155313351498637,0.7079796264855688,0.7021276595744681,0.7082018927444795
8527e1c55b504e8ba12f16318c37e651,teak,258350,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6561533342226371,0.6695431203390756,0.9343575418994413,0.9114441416893733,0.6689303904923599,0.7021276595744681,0.6719242902208202
f0633c1ad850440b80f67c2d613aeba2,teak,338702,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.658096163694589,0.6938240963849897,0.9158878504672897,0.9346049046321526,0.7164685908319185,0.6808510638297872,0.7145110410094637
5b83a34a52684234ab34981790a18e3d,teak,117010,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6475959611095236,0.7073672391556313,0.9040207522697795,0.9495912806539509,0.7113752122241087,0.7446808510638298,0.7145110410094637
47b1daab74ca4d9d9145596a00ebb713,teak,501141,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6709896677853344,0.727256638547777,0.9043250327653998,0.9400544959128065,0.7300509337860781,0.7872340425531915,0.7350157728706624
3ab12c4fee0149789e52d6a2d0248fe7,teak,255616,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6646000577364455,0.6629577716972753,0.9392655367231638,0.9059945504087193,0.6774193548387096,0.6170212765957447,0.6735015772870663
b443081ed41349ebbe3c5aad03405671,teak,893266,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6690569069756959,0.6674463754666656,0.94,0.896457765667575,0.6723259762308998,0.6170212765957447,0.668769716088328
f5929c9929a141559d803dae444977db,teak,395849,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6822206289103481,0.7025286136414602,0.9296551724137931,0.9182561307901907,0.7096774193548387,0.6595744680851063,0.7066246056782335
e6ebdbca9d594600a620944a7fde5369,teak,277384,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6360380458087946,0.7246081820411788,0.8732919254658386,0.9577656675749319,0.7283531409168081,0.6808510638297872,0.7255520504731862
ecc8d9c3c27e43f5b897a98ba5a84024,teak,629642,6,False,training3/TEAK-train.csv,evaluation3/TEAK-test.csv,0.6813093428832082,0.6748499429038054,0.953125,0.9141689373297003,0.7045840407470289,0.6170212765957447,0.6987381703470031
